feature,feature,type,p_value,relevant
"value__fft_coefficient__attr_""abs""__coeff_11","value__fft_coefficient__attr_""abs""__coeff_11",real,0.47363730789230774,False
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0","value__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0",real,0.47363730789230774,False
value__ar_coefficient__coeff_10__k_10,value__ar_coefficient__coeff_10__k_10,real,0.47363730789230774,False
"value__fft_coefficient__attr_""imag""__coeff_85","value__fft_coefficient__attr_""imag""__coeff_85",real,0.48855888949971327,False
"value__fft_aggregated__aggtype_""kurtosis""","value__fft_aggregated__aggtype_""kurtosis""",real,0.4936292800577128,False
"value__fft_coefficient__attr_""imag""__coeff_99","value__fft_coefficient__attr_""imag""__coeff_99",real,0.4969752412496117,False
"value__fft_aggregated__aggtype_""skew""","value__fft_aggregated__aggtype_""skew""",real,0.5037921212696085,False
value__approximate_entropy__m_2__r_0.9,value__approximate_entropy__m_2__r_0.9,real,0.5089146492133847,False
"value__agg_autocorrelation__f_agg_""median""__maxlag_40","value__agg_autocorrelation__f_agg_""median""__maxlag_40",real,0.5140643390631183,False
value__partial_autocorrelation__lag_7,value__partial_autocorrelation__lag_7,real,0.5192410029969379,False
"value__fft_coefficient__attr_""real""__coeff_97","value__fft_coefficient__attr_""real""__coeff_97",real,0.5232557542493725,False
"value__fft_coefficient__attr_""angle""__coeff_75","value__fft_coefficient__attr_""angle""__coeff_75",real,0.5244444487420175,False
"value__fft_coefficient__attr_""angle""__coeff_42","value__fft_coefficient__attr_""angle""__coeff_42",real,0.5244444487420175,False
"value__fft_coefficient__attr_""angle""__coeff_62","value__fft_coefficient__attr_""angle""__coeff_62",real,0.5244444487420175,False
"value__fft_coefficient__attr_""imag""__coeff_95","value__fft_coefficient__attr_""imag""__coeff_95",real,0.5344098217561724,False
"value__fft_coefficient__attr_""angle""__coeff_70","value__fft_coefficient__attr_""angle""__coeff_70",real,0.545522049407359,False
"value__fft_coefficient__attr_""angle""__coeff_35","value__fft_coefficient__attr_""angle""__coeff_35",real,0.545522049407359,False
"value__fft_coefficient__attr_""angle""__coeff_11","value__fft_coefficient__attr_""angle""__coeff_11",real,0.545522049407359,False
value__large_standard_deviation__r_0.30000000000000004,value__large_standard_deviation__r_0.30000000000000004,binary,0.5491818083300212,False
"value__fft_coefficient__attr_""angle""__coeff_31","value__fft_coefficient__attr_""angle""__coeff_31",real,0.5724467336870886,False
value__ratio_beyond_r_sigma__r_0.5,value__ratio_beyond_r_sigma__r_0.5,real,0.5806401753756585,False
"value__fft_coefficient__attr_""angle""__coeff_3","value__fft_coefficient__attr_""angle""__coeff_3",real,0.583390553862805,False
"value__fft_coefficient__attr_""angle""__coeff_26","value__fft_coefficient__attr_""angle""__coeff_26",real,0.5888987865333613,False
"value__fft_coefficient__attr_""angle""__coeff_10","value__fft_coefficient__attr_""angle""__coeff_10",real,0.5888987865333613,False
value__ar_coefficient__coeff_4__k_10,value__ar_coefficient__coeff_4__k_10,real,0.5944309044128462,False
value__ar_coefficient__coeff_6__k_10,value__ar_coefficient__coeff_6__k_10,real,0.6111680230156842,False
"value__fft_coefficient__attr_""real""__coeff_5","value__fft_coefficient__attr_""real""__coeff_5",real,0.6167931149951792,False
"value__fft_coefficient__attr_""angle""__coeff_12","value__fft_coefficient__attr_""angle""__coeff_12",real,0.6167931149951792,False
value__mean_second_derivative_central,value__mean_second_derivative_central,real,0.6224164285809198,False
"value__fft_coefficient__attr_""angle""__coeff_15","value__fft_coefficient__attr_""angle""__coeff_15",real,0.622440788485439,False
"value__fft_coefficient__attr_""real""__coeff_8","value__fft_coefficient__attr_""real""__coeff_8",real,0.6281107706681444,False
"value__fft_coefficient__attr_""imag""__coeff_11","value__fft_coefficient__attr_""imag""__coeff_11",real,0.6281107706681444,False
"value__fft_coefficient__attr_""imag""__coeff_94","value__fft_coefficient__attr_""imag""__coeff_94",real,0.6392584529225818,False
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4","value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",real,0.6395165501590849,False
"value__fft_coefficient__attr_""abs""__coeff_9","value__fft_coefficient__attr_""abs""__coeff_9",real,0.6510081927456384,False
value__count_above__t_0,value__count_above__t_0,real,0.653893116548637,False
value__count_below__t_0,value__count_below__t_0,real,0.653893116548637,False
"value__fft_coefficient__attr_""angle""__coeff_13","value__fft_coefficient__attr_""angle""__coeff_13",real,0.6567854894507086,False
"value__fft_coefficient__attr_""real""__coeff_18","value__fft_coefficient__attr_""real""__coeff_18",real,0.6567854894507086,False
"value__fft_coefficient__attr_""angle""__coeff_89","value__fft_coefficient__attr_""angle""__coeff_89",real,0.6624503722841444,False
value__ar_coefficient__coeff_0__k_10,value__ar_coefficient__coeff_0__k_10,real,0.6684015542930852,False
"value__fft_coefficient__attr_""abs""__coeff_10","value__fft_coefficient__attr_""abs""__coeff_10",real,0.6800975655799761,False
"value__fft_aggregated__aggtype_""variance""","value__fft_aggregated__aggtype_""variance""",real,0.6800975655799761,False
value__partial_autocorrelation__lag_3,value__partial_autocorrelation__lag_3,real,0.6977860658693749,False
"value__fft_coefficient__attr_""real""__coeff_9","value__fft_coefficient__attr_""real""__coeff_9",real,0.7096710191116999,False
value__energy_ratio_by_chunks__num_segments_10__segment_focus_9,value__energy_ratio_by_chunks__num_segments_10__segment_focus_9,real,0.7156403092065533,False
value__approximate_entropy__m_2__r_0.3,value__approximate_entropy__m_2__r_0.3,real,0.7216270350524865,False
"value__fft_coefficient__attr_""angle""__coeff_95","value__fft_coefficient__attr_""angle""__coeff_95",real,0.7272971101754905,False
value__friedrich_coefficients__coeff_0__m_3__r_30,value__friedrich_coefficients__coeff_0__m_3__r_30,real,0.7276308627067094,False
value__ratio_beyond_r_sigma__r_1,value__ratio_beyond_r_sigma__r_1,real,0.7396875940602672,False
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0","value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",real,0.7396884719771948,False
"value__fft_coefficient__attr_""abs""__coeff_12","value__fft_coefficient__attr_""abs""__coeff_12",real,0.7518104034999162,False
"value__fft_coefficient__attr_""angle""__coeff_51","value__fft_coefficient__attr_""angle""__coeff_51",real,0.7518104034999162,False
value__autocorrelation__lag_9,value__autocorrelation__lag_9,real,0.7518104034999162,False
value__ratio_beyond_r_sigma__r_2,value__ratio_beyond_r_sigma__r_2,real,0.7560869525777604,False
value__autocorrelation__lag_8,value__autocorrelation__lag_8,real,0.7701078086355996,False
value__variation_coefficient,value__variation_coefficient,real,0.7701078086355996,False
value__index_mass_quantile__q_0.8,value__index_mass_quantile__q_0.8,real,0.7762353006789787,False
value__approximate_entropy__m_2__r_0.1,value__approximate_entropy__m_2__r_0.1,real,0.7762360628713557,False
"value__fft_coefficient__attr_""angle""__coeff_7","value__fft_coefficient__attr_""angle""__coeff_7",real,0.7762360628713557,False
value__energy_ratio_by_chunks__num_segments_10__segment_focus_2,value__energy_ratio_by_chunks__num_segments_10__segment_focus_2,real,0.7823782786189549,False
value__index_mass_quantile__q_0.9,value__index_mass_quantile__q_0.9,real,0.7947003313948228,False
"value__fft_coefficient__attr_""angle""__coeff_29","value__fft_coefficient__attr_""angle""__coeff_29",real,0.8132859939694346,False
"value__fft_coefficient__attr_""imag""__coeff_98","value__fft_coefficient__attr_""imag""__coeff_98",real,0.8187924323952611,False
"value__fft_coefficient__attr_""real""__coeff_15","value__fft_coefficient__attr_""real""__coeff_15",real,0.819504272933393,False
value__approximate_entropy__m_2__r_0.7,value__approximate_entropy__m_2__r_0.7,real,0.8257339225374284,False
"value__fft_coefficient__attr_""angle""__coeff_1","value__fft_coefficient__attr_""angle""__coeff_1",real,0.8319745635219278,False
value__sum_values,value__sum_values,real,0.8319745635219278,False
"value__fft_coefficient__attr_""real""__coeff_0","value__fft_coefficient__attr_""real""__coeff_0",real,0.8319745635219278,False
value__quantile__q_0.6,value__quantile__q_0.6,real,0.8444872922661872,False
"value__fft_coefficient__attr_""angle""__coeff_8","value__fft_coefficient__attr_""angle""__coeff_8",real,0.8507586113890541,False
"value__fft_coefficient__attr_""angle""__coeff_98","value__fft_coefficient__attr_""angle""__coeff_98",real,0.8564718441814604,False
value__index_mass_quantile__q_0.7,value__index_mass_quantile__q_0.7,real,0.8570388898637133,False
"value__fft_coefficient__attr_""real""__coeff_4","value__fft_coefficient__attr_""real""__coeff_4",real,0.8570393847600656,False
value__autocorrelation__lag_7,value__autocorrelation__lag_7,real,0.8570393847600656,False
value__kurtosis,value__kurtosis,real,0.8759345322834653,False
value__autocorrelation__lag_2,value__autocorrelation__lag_2,real,0.8822492162380424,False
value__approximate_entropy__m_2__r_0.5,value__approximate_entropy__m_2__r_0.5,real,0.8949006662135014,False
"value__fft_coefficient__attr_""imag""__coeff_7","value__fft_coefficient__attr_""imag""__coeff_7",real,0.901236637194021,False
"value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6","value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",real,0.9075789066251966,False
value__skewness,value__skewness,real,0.9202807369764221,False
"value__fft_aggregated__aggtype_""centroid""","value__fft_aggregated__aggtype_""centroid""",real,0.9202807369764221,False
value__energy_ratio_by_chunks__num_segments_10__segment_focus_4,value__energy_ratio_by_chunks__num_segments_10__segment_focus_4,real,0.9202807369764221,False
value__mean,value__mean,real,0.9266394932185928,False
value__autocorrelation__lag_6,value__autocorrelation__lag_6,real,0.9266394932185928,False
value__index_mass_quantile__q_0.2,value__index_mass_quantile__q_0.2,real,0.9266394932185928,False
value__autocorrelation__lag_3,value__autocorrelation__lag_3,real,0.933002938708576,False
value__partial_autocorrelation__lag_6,value__partial_autocorrelation__lag_6,real,0.933002938708576,False
value__energy_ratio_by_chunks__num_segments_10__segment_focus_7,value__energy_ratio_by_chunks__num_segments_10__segment_focus_7,real,0.933002938708576,False
value__number_crossing_m__m_-1,value__number_crossing_m__m_-1,real,0.936805557267748,False
value__ratio_beyond_r_sigma__r_1.5,value__ratio_beyond_r_sigma__r_1.5,real,0.9425532040425337,False
value__last_location_of_maximum,value__last_location_of_maximum,real,0.958481859268182,False
value__partial_autocorrelation__lag_1,value__partial_autocorrelation__lag_1,real,0.9584955064692237,False
value__autocorrelation__lag_1,value__autocorrelation__lag_1,real,0.9584955064692237,False
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6","value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",real,0.9648763118128001,False
value__fourier_entropy__bins_2,value__fourier_entropy__bins_2,real,0.9712310758010275,False
value__autocorrelation__lag_5,value__autocorrelation__lag_5,real,0.9712593671838828,False
"value__fft_coefficient__attr_""angle""__coeff_23","value__fft_coefficient__attr_""angle""__coeff_23",real,0.9840305936314757,False
value__first_location_of_maximum,value__first_location_of_maximum,real,0.9968058022090445,False
value__partial_autocorrelation__lag_5,value__partial_autocorrelation__lag_5,real,0.9968059139894413,False
value__autocorrelation__lag_4,value__autocorrelation__lag_4,real,0.9968059139894413,False
"value__fft_coefficient__attr_""angle""__coeff_0","value__fft_coefficient__attr_""angle""__coeff_0",binary,1.0,False
value__symmetry_looking__r_0.1,value__symmetry_looking__r_0.1,binary,1.0,False
value__symmetry_looking__r_0.15000000000000002,value__symmetry_looking__r_0.15000000000000002,binary,1.0,False
value__symmetry_looking__r_0.2,value__symmetry_looking__r_0.2,binary,1.0,False
value__number_peaks__n_50,value__number_peaks__n_50,binary,1.0,False
value__variance_larger_than_standard_deviation,value__variance_larger_than_standard_deviation,constant,,False
value__has_duplicate_max,value__has_duplicate_max,constant,,False
value__has_duplicate_min,value__has_duplicate_min,constant,,False
value__has_duplicate,value__has_duplicate,constant,,False
value__percentage_of_reoccurring_values_to_all_values,value__percentage_of_reoccurring_values_to_all_values,constant,,False
value__percentage_of_reoccurring_datapoints_to_all_datapoints,value__percentage_of_reoccurring_datapoints_to_all_datapoints,constant,,False
value__sum_of_reoccurring_values,value__sum_of_reoccurring_values,constant,,False
value__sum_of_reoccurring_data_points,value__sum_of_reoccurring_data_points,constant,,False
value__ratio_value_number_to_time_series_length,value__ratio_value_number_to_time_series_length,constant,,False
value__symmetry_looking__r_0.0,value__symmetry_looking__r_0.0,constant,,False
value__symmetry_looking__r_0.05,value__symmetry_looking__r_0.05,constant,,False
value__symmetry_looking__r_0.30000000000000004,value__symmetry_looking__r_0.30000000000000004,constant,,False
value__symmetry_looking__r_0.35000000000000003,value__symmetry_looking__r_0.35000000000000003,constant,,False
value__symmetry_looking__r_0.4,value__symmetry_looking__r_0.4,constant,,False
value__symmetry_looking__r_0.45,value__symmetry_looking__r_0.45,constant,,False
value__symmetry_looking__r_0.5,value__symmetry_looking__r_0.5,constant,,False
value__symmetry_looking__r_0.55,value__symmetry_looking__r_0.55,constant,,False
value__symmetry_looking__r_0.6000000000000001,value__symmetry_looking__r_0.6000000000000001,constant,,False
value__symmetry_looking__r_0.65,value__symmetry_looking__r_0.65,constant,,False
value__symmetry_looking__r_0.7000000000000001,value__symmetry_looking__r_0.7000000000000001,constant,,False
value__symmetry_looking__r_0.75,value__symmetry_looking__r_0.75,constant,,False
value__symmetry_looking__r_0.8,value__symmetry_looking__r_0.8,constant,,False
value__symmetry_looking__r_0.8500000000000001,value__symmetry_looking__r_0.8500000000000001,constant,,False
value__symmetry_looking__r_0.9,value__symmetry_looking__r_0.9,constant,,False
value__symmetry_looking__r_0.9500000000000001,value__symmetry_looking__r_0.9500000000000001,constant,,False
value__large_standard_deviation__r_0.05,value__large_standard_deviation__r_0.05,constant,,False
value__large_standard_deviation__r_0.1,value__large_standard_deviation__r_0.1,constant,,False
value__large_standard_deviation__r_0.15000000000000002,value__large_standard_deviation__r_0.15000000000000002,constant,,False
value__large_standard_deviation__r_0.2,value__large_standard_deviation__r_0.2,constant,,False
value__large_standard_deviation__r_0.25,value__large_standard_deviation__r_0.25,constant,,False
value__large_standard_deviation__r_0.4,value__large_standard_deviation__r_0.4,constant,,False
value__large_standard_deviation__r_0.45,value__large_standard_deviation__r_0.45,constant,,False
value__large_standard_deviation__r_0.5,value__large_standard_deviation__r_0.5,constant,,False
value__large_standard_deviation__r_0.55,value__large_standard_deviation__r_0.55,constant,,False
value__large_standard_deviation__r_0.6000000000000001,value__large_standard_deviation__r_0.6000000000000001,constant,,False
value__large_standard_deviation__r_0.65,value__large_standard_deviation__r_0.65,constant,,False
value__large_standard_deviation__r_0.7000000000000001,value__large_standard_deviation__r_0.7000000000000001,constant,,False
value__large_standard_deviation__r_0.75,value__large_standard_deviation__r_0.75,constant,,False
value__large_standard_deviation__r_0.8,value__large_standard_deviation__r_0.8,constant,,False
value__large_standard_deviation__r_0.8500000000000001,value__large_standard_deviation__r_0.8500000000000001,constant,,False
value__large_standard_deviation__r_0.9,value__large_standard_deviation__r_0.9,constant,,False
value__large_standard_deviation__r_0.9500000000000001,value__large_standard_deviation__r_0.9500000000000001,constant,,False
value__partial_autocorrelation__lag_0,value__partial_autocorrelation__lag_0,constant,,False
"value__fft_coefficient__attr_""imag""__coeff_0","value__fft_coefficient__attr_""imag""__coeff_0",constant,,False
value__value_count__value_0,value__value_count__value_0,constant,,False
value__value_count__value_1,value__value_count__value_1,constant,,False
value__value_count__value_-1,value__value_count__value_-1,constant,,False
value__range_count__max_0__min_1000000000000.0,value__range_count__max_0__min_1000000000000.0,constant,,False
value__number_crossing_m__m_1,value__number_crossing_m__m_1,constant,,False
value__ratio_beyond_r_sigma__r_2.5,value__ratio_beyond_r_sigma__r_2.5,constant,,False
value__ratio_beyond_r_sigma__r_3,value__ratio_beyond_r_sigma__r_3,constant,,False
value__ratio_beyond_r_sigma__r_5,value__ratio_beyond_r_sigma__r_5,constant,,False
value__ratio_beyond_r_sigma__r_6,value__ratio_beyond_r_sigma__r_6,constant,,False
value__ratio_beyond_r_sigma__r_7,value__ratio_beyond_r_sigma__r_7,constant,,False
value__ratio_beyond_r_sigma__r_10,value__ratio_beyond_r_sigma__r_10,constant,,False
value__query_similarity_count__query_None__threshold_0.0,value__query_similarity_count__query_None__threshold_0.0,constant,,False
